Page Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Total Interactions,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
47 ABC,47ABC,294866447164,37062,2020-08-18 21:36:29 EDT,Link,8,4,0,3,0,9,0,0,0,,0,0,0,N/A,https://www.facebook.com/47ABC/posts/10158467207177165,,https://abcn.ws/34iFZ0B,https://abcnews.go.com/Politics/cindy-mccain-discuss-friendship-biden-late-husband-dnc/story?id=72453196&cid=social_fb_abcn,,Cindy McCain to discuss 'unlikely' friendship between Biden and late husband at DNC,"Cindy McCain will discuss ""unlikely"" friendship between her late husband, Sen. John McCain, and former Vice President Joe Biden at DNC.",,,24,24
D'Latinos,dlatinosaldia,516135638478283,21329,2020-09-10 09:30:18 EDT,Link,6,15,0,0,0,1,0,1,0,,0,0,0,N/A,https://www.facebook.com/dlatinosaldia/posts/3315834055175080,"Joe Biden, presentó un plan el miércoles para tratar de proteger a los trabajadores estadounidenses aumentando los impuestos a las empresas que impulsan empleos al extranjero.",http://ow.ly/fJy330r96w3,https://www.dlatinos.com/biden-presenta-plan-para-proteger-empleos-estadounidenses/,,Biden presenta plan para proteger empleos estadounidenses,"Las encuestas muestran a Biden muy por delante de Trump en Michigan, el centro de la fabricación de automóviles de Estados Unidos. El candidato presidencial demócrata de Estados Unidos, Joe Biden, presentó un plan el miércoles para tratar de proteger a los trabajadores estadounidenses aumentan...",,,23,23
Memphis Noticias,memphisnoticias,512230335467075,28415,2020-09-29 21:22:34 EDT,Native Video,9,9,3,0,1,0,0,1,0,share,1098,525387,0,02:05:50,https://www.facebook.com/memphisnoticias/posts/3547699305253481,,https://www.facebook.com/univisionnoticias/videos/1024149051358133/,,,Univision Noticias,"🔰 Donald Trump vs. Joe Biden: Primer debate presidencial. 

Sigue nuestra cobertura EN VIVO con Jorge Ramos, Ilia Calderon y Patricia Janiot. #Destino2020",,,23,23
El Informador,elinformadorusa,327787777325303,161025,2020-09-16 10:00:21 EDT,Link,20,3,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/elinformadorusa/posts/2987884254648962,"🔴 También 30 % dijeron estar preocupados por el racismo y la discriminación, mientras que 21 % lo están por los empleos y salarios, de cara a los comicios generales.",https://elinformadorusa.com/latinos-mantienen-apoyo-a-biden-pero-expertos-senalan-que-hay-mucho-por-hacer/,,,Latinos mantienen apoyo a Biden pero expertos señalan que hay mucho por hacer | PERIODICO HISPANO EN MICHIGAN - HISPANIC NEWS PAPER MICHIGAN,"Inicio INMIGRACION Latinos mantienen apoyo a Biden pero expertos señalan que hay mucho por... Latinos mantienen apoyo a Biden pero expertos señalan que hay mucho por hacer 15 septiembre, 2020 4 0 Facebook Twitter Pinterest WhatsApp Nueva York, 16 sep (ELINFORMADORUSA/EFE News).- El apoyo de los la...",,,23,23
El Planeta,ElPlaneta,12177095451,102364,2020-08-20 22:32:11 EDT,Native Video,15,1,4,3,0,0,0,0,0,share,1128,212546,0,02:44:06,https://www.facebook.com/ElPlaneta/posts/10158857811270452,https://www.facebook.com/NoticiasTelemundo/videos/968062487046420/,https://www.facebook.com/NoticiasTelemundo/videos/968062487046420/,,,Noticias Telemundo,"🇺🇸 Cobertura especial ‘La noche de Biden’: la Convención Nacional Demócrata llega a su fin con el discurso más esperado de Joe Biden. 

Analizamos las claves y cuál es el poder del voto latino en las elecciones de noviembre.",,,23,23
NY1 Noticias,NY1Noticias,91839349355,66062,2020-10-08 08:56:02 EDT,Link,10,4,1,0,0,7,0,1,0,,0,0,0,N/A,https://www.facebook.com/NY1Noticias/posts/10158617610594356,Momentos antes la comisión que organiza los debates había comunicado que debido a los peligros de covid el debate sería virtual.,https://bit.ly/3jMgxFu?cid=facebook_NY1_Noticias,https://www.ny1noticias.com/nyc/noticias/noticias/2020/10/08/trump-dice-que-no-participara-en-segundo-debate-con-biden--seria-virtual,,Trump dice que no participará en segundo debate con Biden -sería virtual,El debate estaba supuesto a ser virtual por covid.,,,23,23
El Mundo Newspaper,ElMundoNewspaper,119402444767835,36543,2020-09-29 22:19:29 EDT,Status,19,1,0,2,0,0,0,0,1,,0,0,0,N/A,https://www.facebook.com/ElMundoNewspaper/posts/4531158766925492,"Joe Biden DEBE devolver los golpes bajos en los próximos debates. Debe hacerlo con floritura, pero con fuerza, para remecer al presidente. Los ataques de Biden deben tener el efecto que provocaría un rinoceronte cruzando a la carga un jardín de Dientes de León.",,,,,,,,23,23
El Aviso Magazine,ElAvisoMagazine,75859026585,247542,2020-10-02 16:39:49 EDT,Photo,16,5,2,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/ElAvisoMagazine/posts/10157630812396586,"‼️El ex vice-presidente y ahora candidato a la presidencia de Estados Unidos, Joe Biden, comparte que está feliz de anunciar que tanto el como su esposa, dieron negativo a la prueba de Covid-19‼️",https://www.facebook.com/ElAvisoMagazine/photos/a.10152287011266586/10157630809466586/?type=3,,,Photos from El Aviso Magazine's post,,,,23,23
TELEMUNDO LAS VEGAS,TELEMUNDOLASVEGAS,182653188441402,147690,2020-09-28 21:22:02 EDT,Link,14,5,2,1,1,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/TELEMUNDOLASVEGAS/posts/4662137313826278,"Debido al debate presidencial que será transmitido en Telemundo Las Vegas, mañana 29 de septiembre no habrá noticiero de 5, 5:30 y 6 p.m. Puedes verlo a las 12p.m. y 11p.m. y https://trib.al/GBnXNOD:=:https://www.telemundolasvegas.com/noticias/decision/primer-debate-presidencial-entre-trump-y-biden-por-telemundo/2100955/",https://trib.al/GBnXNOD,https://www.telemundolasvegas.com/noticias/decision/primer-debate-presidencial-entre-trump-y-biden-por-telemundo/2100955/,,Primer debate presidencial entre Trump y Biden lo verás por Telemundo,El primer debate presidencial que se presentará el martes 29 de septiembre.,,,23,23
Telemundo 47,Telemundo47,254932813632,993695,2020-09-28 09:03:13 EDT,Native Video,17,2,2,0,2,0,0,0,0,original,894,911,0,00:00:30,https://www.facebook.com/Telemundo47/posts/10158602017638633,Cobertura de costa a costa y en español del primer debate presidencial entre el presidente Trump y el candidato demócrata Joe Biden. Análisis a detalle en tu idioma con los periodistas más experimentados. Solo por #Telemundo.,https://www.facebook.com/Telemundo47/videos/664087071209534/,,,,,,,23,23
El Nuevo Día,elnuevodia,5996048750,2248197,2020-10-21 12:20:44 EDT,Link,5,16,2,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/elnuevodia/posts/10158311491708751,Opinión El Nuevo Día | Eudaldo Báez-Galib comenta probabilidades durante el encuentro de Trump y Biden en el debate final de los aspirantes a la presidencia de Estados Unidos,https://www.elnuevodia.com/opinion/punto-de-vista/el-debate-trump-vs-biden-ultima-oportunidad/?utm_medium=Social&utm_source=Facebook#Echobox=1603291817,,,El debate Trump vs Biden: última oportunidad,,,,23,23
Telemundo Houston,TelemundoHouston,105894316664,870457,2020-08-20 08:41:14 EDT,Photo,14,3,1,4,0,0,0,1,0,,0,0,0,N/A,https://www.facebook.com/TelemundoHouston/posts/10158622232841665,El Partido Demócrata nominó formalmente a Joe Biden como su candidato a la presidencia de Estados Unidos en las elecciones de noviembre. No te pierdas el termino de La Convención Nacional Demócrata y Noticias Telemundo presenta el especial: #Decision2020: La Noche de Biden ESTA NOCHE a las 8:54p por #TelemundoHouston 🗳️🇺🇸,https://www.facebook.com/TelemundoHouston/photos/a.10151237393116665/10158622231601665/?type=3,,NOTICIAS TELEMUNDO LA NOCHE DE BIDENE ESTA NOCHE て 8:54PM TELEMUNDO HOUSTON,,,,,23,23
Telemundo Chicago,TelemundoChicago,22918318372,543920,2020-09-20 19:24:34 EDT,Link,7,10,0,2,0,2,0,2,0,,0,0,0,N/A,https://www.facebook.com/TelemundoChicago/posts/10158738072803373,"Así votarían los hispanos registrados para votar en las elecciones del 3 de noviembre, según una encuesta de Telemundo, NBC News y The Wall Street Journal: https://trib.al/T6Af8SP:=:https://www.telemundochicago.com/noticias/decision/encuesta-de-telemundo-la-mayoria-de-los-hispanos-votaria-por-joe-biden/2121010/",https://trib.al/T6Af8SP,https://www.telemundochicago.com/noticias/decision/encuesta-de-telemundo-la-mayoria-de-los-hispanos-votaria-por-joe-biden/2121010/,,Encuesta de Telemundo: la mayoría de los hispanos votaría por Joe Biden,,,,23,23
Telemundo Chicago,TelemundoChicago,22918318372,543973,2020-09-08 06:08:28 EDT,Link,9,7,2,0,0,2,0,3,0,,0,0,0,N/A,https://www.facebook.com/TelemundoChicago/posts/10158702549818373,"La controversia llega un día después de que Kamala Harris dijera que “no confiaría"" en la palabra de Trump acerca de tener lista la vacuna. https://trib.al/wYDagpL:=:https://www.telemundochicago.com/noticias/eeuu/vacuna-contra-covid-19-nuevo-tema-electoral-en-contienda-por-la-casa-blanca/2117892/",https://trib.al/wYDagpL,https://www.telemundochicago.com/noticias/eeuu/vacuna-contra-covid-19-nuevo-tema-electoral-en-contienda-por-la-casa-blanca/2117892/,,Vacuna contra COVID-19: el nuevo tema electoral en contienda por la Casa Blanca,La controversia llega un día después de que Kamala Harris dijera que “no confiaría en su palabra” (de Trump) acerca de tener lista la vacuna.,,,23,23
NoticiasYa Colorado,noticiasunivisioncolorado,136000442842,448142,2020-08-20 23:05:00 EDT,Photo,17,4,0,1,0,0,0,1,0,,0,0,0,N/A,https://www.facebook.com/noticiasunivisioncolorado/posts/10157573431457843,"""Seré un aliado de la luz, no de la oscuridad"". Esta fue una de las primeras frases de Joe Biden en su discurso de aceptación. Lee más en http://notiya.info/hrdrh:=:https://noticiasya.com/2020/08/20/tras-5-decadas-de-espera-biden-aceptara-la-nominacion-presidencial/ #Destino2020",https://www.facebook.com/politicaya/photos/a.992382204187480/3297520600340284/?type=3,,"CONVENCIÓN DEMÓCRATA 2020 Joe Biden Candidato demócrata a¿la presidencia "" Seré un aliado de la luz, no de la oscuridad "" 2020 DESTINO politicaly",Política Ya,"""Seré un aliado de la luz, no de la oscuridad"". Esta fue una de las primeras frases de Joe Biden en su discurso de aceptación. Lee más en http://notiya.info/hrdrh:=:https://noticiasya.com/2020/08/20/tras-5-decadas-de-espera-biden-aceptara-la-nominacion-presidencial/ #Destino2020",,,23,23
Univision,univision,259955926518,5933108,2020-10-09 19:10:02 EDT,Link,13,6,1,0,0,0,0,2,1,,0,0,0,N/A,https://www.facebook.com/univision/posts/10158348685396519,Trump pronunciará unas palabras desde el balcón de la Casa Blanca ante asistentes a un evento encabezado por la activista Candace Owens.,https://www.univision.com/noticias/elecciones-en-eeuu-2020/trump-planea-evento-publico-este-sabado-en-la-casa-blanca-pese-a-su-contagio?utm_campaign=Univision&utm_medium=social&utm_source=facebook,https://www.univision.com/noticias/elecciones-en-eeuu-2020/la-comision-de-debates-presidenciales-cancela-el-encuentro-virtual-entre-trump-y-biden-programado-para-el-proximo-jueves,,La Comisión de Debates Presidenciales cancela el encuentro virtual entre Trump y Biden programado para el próximo jueves,Ve aquí lo más reciente sobre la campaña presidencial hacia las elecciones del próximo 3 de noviembre.,,,23,23
El Nuevo Herald,elnuevoherald,126339201288,393032,2020-08-17 08:29:09 EDT,Link,7,6,1,2,1,1,0,5,0,,0,0,0,N/A,https://www.facebook.com/elnuevoherald/posts/10158889917896289,"El Partido Demócrata abre este lunes una convención virtual sin precedentes en la que sus distintas facciones han cerrado filas detrás de Joe Biden, con el objetivo común de vencer en las urnas al presidente Donald Trump.",https://trib.al/BwbdVAL,https://www.elnuevoherald.com/noticias/estados-unidos/article245012840.html,,EEUU abre temporada de convenciones partidarias con los reflectores sobre Biden,,,,23,23
Enlace Latino NC,EnlaceLatinoNC,288888641597422,5922,2020-10-09 12:19:03 EDT,Link,14,3,3,1,0,1,0,0,0,,0,0,0,N/A,https://www.facebook.com/EnlaceLatinoNC/posts/954765158343097,"El candidato demócrata a la Presidencia de Estados Unidos, Joe Biden, tiene el apoyo del 63 % de los posibles votantes latinos, comparado con un 29 % que se inclina por la reelección del presidente Donald Trump, según una encuesta publicada este viernes por el Centro Pew. #TuVotoEsPoder #Elecciones2020",https://enlacelatinonc.org/biden-con-una-amplia-ventaja-sobre-trump-entre-votantes-latinos-segun-el-pew/,,,"Biden con una amplia ventaja sobre Trump entre votantes latinos, según el Pew - Enlace Latino","El candidato demócrata a la Presidencia de Estados Unidos, Joe Biden, tiene el apoyo del 63 % de los posibles votantes latinos, comparado con un 29 % que",,,22,22
El Mexicano News,elmexicanonews,289005857835087,7957,2020-10-10 13:06:02 EDT,Photo,13,4,2,0,0,3,0,0,0,,0,0,0,N/A,https://www.facebook.com/elmexicanonews/posts/3448684028533905,"Biden asegura que los latinos son el futuro de Estados Unidos (EFE News).- El candidato demócrata a la Casa Blanca, Joe Biden, aseguró este viernes que los latinos, que representan casi 20 % de la población en Estados Unbidos, son el ""futuro"" del país, y consideró ""ridículo"" continuar con las políticas del presidente y su rival electoral republicano, Donald Trump. ""No estoy tratando de ser diligente, no intento ser amable, ustedes son el futuro del país. Hablo en serio, realmente lo son"", afirmó Biden durante un discurso en un evento con líderes de la comunidad hispana en Las Vegas (Nevada). El exvicepresidente aseguró que en las elecciones del 3 de noviembre, en las que aspira a derrotar a Trump, hay mucho en juego, debido a la que señaló como ""incompetencia de esta Administración"". Biden se refirió a los efectos de la pandemia de COVID-19 en la comunidad hispana, que junto con la afroamericana ha sido una de las más golpeadas por el coronavirus, que ha causado más de 213.000 muertes y afectado a 7,6 millones de personas en EE.UU. El aspirante demócrata estimó que 40.000 latinos en Estados Unidos han fallecido a causa del virus, mientras que otros tres millones han perdido su trabajo. ""Uno de cada tres negocios latinos ha cerrado"", agregó el demócrata, quien llamó a acabar con el ciclo en que los latinos, en los buenos tiempos, se quedan atrás, y en los malos son los primeros en problemas, pero también los últimos en salir de estos. Según Biden, la comunidad latina puede ""determinar el resultado de esta elección no solo del presidente, sino también del Senado, del Congreso"". ""Cuando votan y ellos suman y ven quién votó, eso es lo que garantiza un aporte significativo en lo que sucede después"", puntualizó el que fuera segundo a bordo del presidente Barack Obama (2009-2017). Una encuesta publicada este viernes por el Centro Pew reveló que Biden cuenta con el apoyo de 63 % de los posibles votantes latinos, comparado con el 29 % que se inclina por la reelección de Trump. En el sondeo, realizado entre el 30 de septiembre y el 5 de octubre, el demócrata aparece con una ventaja general de diez puntos sobre Trump, con 52 % de la intención de voto, frente al 42 % del gobernante. La Administración de Trump ha endurecido la política migratoria en Estados Unidos, donde se estima que residen alrededor de once millones de personas indocumentadas.",https://www.facebook.com/elmexicanonews/photos/a.302718519797154/3448683481867293/?type=3,,,,,,,22,22
Te Lo Cuento News,Telocuentonews,327908057263548,91039,2020-09-08 19:10:27 EDT,Link,12,1,4,3,0,2,0,0,0,,0,0,0,N/A,https://www.facebook.com/Telocuentonews/posts/3299968316724159,"Antes de partir hacia Florida, el presidente Trump dijo a reporteros que estaba dispuesto a gastar su propio dinero para financiar su campaña presidencial si era necesario.",https://telocuentonews.com/site/trump-hace-campana-en-carolina-del-norte-y-florida-donde-encuestas-pronostican-empate-con-biden/,,,"Trump hace campaña en Carolina del Norte y Florida, donde encuestas pronostican empate con Biden | TeLoCuentoNews","El presidente de Estados Unidos, Donald Trump, viajó el martes a Florida y Carolina del Norte, dos estados clave en las elecciones y en los que se encuentra codo a codo, según las encuestas de intención de voto, con su rival, el demócrata Joe Biden.",,,22,22
Aldiadallas,aldiadallas,87179074225,61630,2020-09-18 14:04:34 EDT,Link,20,1,0,1,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/aldiadallas/posts/10157698425829226,⭕️| #Irving | Candace Valenzuela recibe el respaldo de Joe Biden y de Pete Buttigieg para el distrito 24. Escaño por el congreso federal lo disputa con la republicana Beth Van Duyen. Aquí más detalles.,https://www.dallasnews.com/espanol/al-dia/dallas-fort-worth/2020/09/17/irving-candace-valenzuela-recibe-el-respaldo-de-joe-biden-y-de-pete-buttigieg-para-el-distrito-24/,,,Irving: Candace Valenzuela recibe el respaldo de Joe Biden y de Pete Buttigieg para el distrito 24,"La candidata al congreso demócrata, Candace Valenzuela, acaba de recibir dos apoyos de alto perfil en su esfuerzo por capturar que un escaño que ha estado...",,,22,22
Jambalaya News Louisiana,JambalayaNewsLA,136046919759639,35038,2020-10-05 11:16:41 EDT,Link,18,1,0,0,1,2,0,0,0,,0,0,0,N/A,https://www.facebook.com/JambalayaNewsLA/posts/3771394156224879,Comienza a repuntar Joe Biden en su carrera a la Casa Blanca.,https://jambalayanews.com/noticias/nacionales/item/22513-joe-biden-estira-su-ventaja-sobre-donald-trump,,,Joe Biden estira su ventaja sobre Donald Trump - Jambalaya News - Louisiana,"El demócrata Joe Biden logró su ventaja más amplia en un mes en la carrera presidencial después de que Donald Trump dio positivo de COVID-19, y la mayoría de los estadounidenses cree que el republicano podría haber evitado la infección si hubiera tomado el virus más en serio, según una encu...",,,22,22
